product_name;url;image1_url;image2_url;product_price;description;sale_price;old_price;original_price;current_price;color;image_url;mpn;reference_code;category_id;Stock Status;color_homogeneizado;Categoria;Fondo;Modelo;Tag_1;Tag_2;Tag_3;Tag_4;Tag_5;Tag_6
Jeans baggy rotos;https://www.pullandbear.com/es/jeans-baggy-rotos-l07684507?cS=833&pelement=621942509;https://static.pullandbear.net/assets/public/45b7/7f53/456348f59be1/f47ad63bed04/07684507833-M/07684507833-M.jpg?ts=1722855749357&w=438&f=auto;https://static.pullandbear.net/assets/public/c342/a09a/74f64275a9ec/42c3fc5f9270/07684507833-A2M/07684507833-A2M.jpg?ts=1722855746397&w=438&f=auto;12.99;Jeans baggy disponibles en varios tonos, con detalle de rotos en la pernera, diseño de cinco bolsillos, cintura con trabillas y cierre de botón y cremallera.;12.99;15.99;35.99;12.99;Negro delavado;https://static.pullandbear.net/assets/public/0d8a/ceb6/2ea54e4da60d/d868677aab2e/07684507833-C/07684507833-C.jpg?ts=1720793428853&w=106&f=auto;7684/507;7684507;1030204729;In stock;Negro;Pantalón;Blanco;Modelo;Bohemio;Slim;Chándal;Chándal;Formal;Slim
Pantalón jogger balloon;https://www.pullandbear.com/es/pantalon-jogger-balloon-l03680500?cS=711&pelement=665800636;https://static.pullandbear.net/assets/public/a134/686a/002c42e0ac77/0aca11c5ce53/03680500711-M/03680500711-M.jpg?ts=1731571719050&w=438&f=auto;https://static.pullandbear.net/assets/public/9cc1/7ade/583344179c82/2cdd1cfb5584/03680500711-A2M/03680500711-A2M.jpg?ts=1731571746926&w=438&f=auto;9.99;Pantalón jogger balloon con cintura elástica, cierre de botón y cremallera, y bolsillos.;9.99;12.99;25.99;9.99;Arena;https://static.pullandbear.net/assets/public/df57/b0d9/a07949769dc5/5e96c54b8e4a/03680500711-C/03680500711-C.jpg?ts=1731571731935&w=106&f=auto;3680/500;3680500;1030204719;In stock;Marrón claro;Pantalón;Blanco;Modelo;Ajustado;Minimalista;Cargo;Ajustado;Slim;Vintage
Pantalón jogger soft knit;https://www.pullandbear.com/es/pantalon-jogger-soft-knit-l07676516?cS=807&pelement=621934712;https://static.pullandbear.net/assets/public/1370/eb03/e2a34209bde7/e33870d26e6f/07676516807-M/07676516807-M.jpg?ts=1736441847081&w=438&f=auto;https://static.pullandbear.net/assets/public/9a76/f56f/df284b1f8c61/0da931f2df76/07676516807-A2M/07676516807-A2M.jpg?ts=1736441536462&w=438&f=auto;9.99;Pantalón jogger soft knit con bolsillos y cintura elástica con cordón ajustable.;9.99;12.99;25.99;9.99;Gris antracita;https://static.pullandbear.net/assets/public/de2b/1e0c/a2be413eb353/4101a8e0f334/07676516807-C/07676516807-C.jpg?ts=1736441558789&w=106&f=auto;7676/516;7676516;1030204719;In stock;Gris;Pantalón;Blanco;Modelo;Joggers;Moderno;Manga larga;Streetwear;Manga corta;Vintage
Jeans carrot;https://www.pullandbear.com/es/jeans-carrot-l07686523?cS=415&pelement=649322923;https://static.pullandbear.net/assets/public/36f9/8eef/be594e9baada/e9458c52447b/07686523415-M/07686523415-M.jpg?ts=1731313381826&w=438&f=auto;https://static.pullandbear.net/assets/public/414e/a7d8/a4d94ec59a7c/4f61532ec44d/07686523415-A2M/07686523415-A2M.jpg?ts=1731313390813&w=438&f=auto;12.99;Jeans carrot fit con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en tejido de algodón ligeramente elástico.;12.99;15.99;19.99;12.99;Azul flúor;https://static.pullandbear.net/assets/public/a2f3/1d1f/97a9437fa9ec/659c6f2b4f09/07686523415-C/07686523415-C.jpg?ts=1731313413414&w=106&f=auto;7686/523;7686523;1030204729;In stock;Azul claro;Pantalón;Blanco;Modelo;Straight;Tailoring;Minimalista;Bohemio;Streetwear;Manga corta
Pantalón chándal;https://www.pullandbear.com/es/pantalon-chandal-l08678508?cS=800&pelement=677501214;https://static.pullandbear.net/assets/public/6023/bfcf/ff374529a08d/0feb41739139/0867850880001-M/0867850880001-M.jpg?ts=1723195238522&w=438&f=auto;https://static.pullandbear.net/assets/public/fe37/6738/08b04baa90ee/a0b541a461fa/0867850880001-A2M/0867850880001-A2M.jpg?ts=1723195248614&w=438&f=auto;9.99;Pantalón jogger chándal standard fit con cintura y bajos con goma elástica, cierre de cordón, detalle de bordados y bolsillo trasero con detalle de etiqueta.;9.99;12.99;19.99;9.99;Negro;https://static.pullandbear.net/2/photos//2024/I/0/2/p/8678/508/800/8678508800_1_1_8.jpg?t=1692263163743&w=106&f=auto;8678/508;8678508;1030574254;In stock;Negro;Pantalón;Blanco;Modelo;Straight;Ajustada;Straight;Skinny;Ajustada;Color claro
Jeans carrot tejido premium;https://www.pullandbear.com/es/jeans-carrot-tejido-premium-l07684501?cS=401&pelement=621942898;https://static.pullandbear.net/2/photos//2024/V/0/2/p/7684/501/401/7684501401_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1712570221784&w=438&f=auto;https://static.pullandbear.net/2/photos//2024/V/0/2/p/7684/501/401/7684501401_2_2_0.jpg?imwidth=%3Awidth%3A&ts=1712570221778&w=438&f=auto;12.99;Jeans carrot en tejido premium, con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en algodón.;12.99;15.99;29.99;12.99;Marino;https://static.pullandbear.net/assets/public/b1ed/3ab4/ffac4858aab6/d0f31b08ccad/07684501401-C/07684501401-C.jpg?ts=1721639843657&w=106&f=auto;7684/501;7684501;1030204729;In stock;Azul;Pantalón;Blanco;Modelo;Skater;Bohemio;Skinny;Manga larga;Monocromático;Estampado
Pantalón jogger piqué;https://www.pullandbear.com/es/pantalon-jogger-pique-l03678519?cS=809&pelement=627595154;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3678/519/809/3678519809_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1711375741696&w=438&f=auto;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3678/519/809/3678519809_2_2_0.jpg?imwidth=%3Awidth%3A&ts=1711375741690&w=438&f=auto;9.99;Pantalón jogger chándal en tejido piqué, disponible en varios tonos, con cintura y bajos elásticos y confeccionado en mezcla de algodón.;9.99;12.99;19.99;9.99;Gris medio;https://static.pullandbear.net/2/photos//2024/V/0/2/p/3678/519/809/3678519809_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1710511202062&w=106&f=auto;3678/519;3678519;1030204719;In stock;Gris;Pantalón;Blanco;Modelo;Bohemio;Bohemio;Vintage;Baggy;Manga corta;Vintage
Jeans standard;https://www.pullandbear.com/es/jeans-standard-l07685511?cS=712&pelement=621935289;https://static.pullandbear.net/assets/public/b97e/cf88/2b8940aab08c/cc9bd21ca2d9/07685510712-M/07685510712-M.jpg?ts=1721853468663&w=438&f=auto;https://static.pullandbear.net/assets/public/21ae/d45f/caef4a57af7e/a2dea7cdfc3f/07685510712-A2M/07685510712-A2M.jpg?ts=1721853465725&w=438&f=auto;12.99;Jeans standard con cintura con trabillas, cierre de botón y cremallera, y diseño de cinco bolsillos.;12.99;15.99;25.99;12.99;Crudo;https://static.pullandbear.net/assets/public/dfc2/3166/5bd443e1a4fe/1d775d0473da/07685510712-C/07685510712-C.jpg?ts=1721853467954&w=106&f=auto;7685/511;7685511;1030204719;In stock;Blanco;Pantalón;Blanco;Modelo;Straight;Deportivo;Manga larga;Clásico;Bohemio;Skinny
Pantalón jogger soft knit;https://www.pullandbear.com/es/pantalon-jogger-soft-knit-l07676516?cS=800&pelement=621934708;https://static.pullandbear.net/2/photos//2024/V/0/2/p/7676/516/800/7676516800_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1702889744607&w=438&f=auto;https://static.pullandbear.net/2/photos//2024/V/0/2/p/7676/516/800/7676516800_2_2_0.jpg?imwidth=%3Awidth%3A&ts=1702889744606&w=438&f=auto;9.99;Pantalón jogger soft knit con bolsillos y cintura elástica con cordón ajustable.;9.99;12.99;25.99;9.99;Negro;https://static.pullandbear.net/2/photos//2024/V/0/2/p/7676/516/800/7676516800_1_1_0.jpg?imwidth=%3Awidth%3A&ts=1702390439974&w=106&f=auto;7676/516;7676516;1030204719;In stock;Negro;Pantalón;Blanco;Modelo;Minimalista;Deportivo;Casual;Manga larga;Sin mangas;Estampado
Pantalón jogger cargo;https://www.pullandbear.com/es/pantalon-jogger-cargo-l07678514?cS=807&pelement=627100466;https://static.pullandbear.net/assets/public/f603/90d1/12fe44bfab86/f82821cf8011/07678514807-M/07678514807-M.jpg?ts=1727341910547&w=438&f=auto;https://static.pullandbear.net/assets/public/13e7/289e/d892413396f8/edec7d235e85/07678514807-A2M/07678514807-A2M.jpg?ts=1727342050299&w=438&f=auto;9.99;Pantalón jogger cargo con bolsillos laterales de tapeta y cintura ajustable con cordón, disponible en varios tonos.;9.99;12.99;29.99;9.99;Gris antracita;https://static.pullandbear.net/assets/public/752b/44af/da8e41099bd0/a210d6e373be/07678514807-C/07678514807-C.jpg?ts=1727175160376&w=106&f=auto;7678/514;7678514;1030204719;In stock;Gris;Pantalón;Blanco;Modelo;Straight;Vintage;Rasgado;Ajustado;Straight;Elegante
Jeans carrot;https://www.pullandbear.com/es/jeans-carrot-l07684536?cS=833;https://static.pullandbear.net/assets/public/baa1/1b6c/e90341eb939f/c3fe25c91f3c/07684537833-M/07684537833-M.jpg?ts=1726742085817&w=438&f=auto;https://static.pullandbear.net/assets/public/4799/8644/4d83474d98ab/ce64e2b4c005/07684537833-A2M/07684537833-A2M.jpg?ts=1727080244244&w=438&f=auto;12.99;Jeans carrot fit con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en tejido elástico.;12.99;15.99;35.99;12.99;Azul flúor;https://static.pullandbear.net/assets/public/7393/e035/9cdf44c895a6/d7327d6b911a/07684536415-C/07684536415-C.jpg?ts=1726658079860&w=106&f=auto;7684/536;7684536;1030574254;In stock;Azul claro;Pantalón;Blanco;Modelo;Color claro;Tailoring;Ajustado;Formal;Deportivo;Sin mangas
Pantalón carpenter doble pernera;https://www.pullandbear.com/es/pantalon-carpenter-doble-pernera-l03678520?cS=802&pelement=621942323;https://static.pullandbear.net/2/photos//2024/I/0/2/p/3678/520/802/3678520802_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1718024447803&w=438&f=auto;https://static.pullandbear.net/assets/public/60c2/d537/87024e499080/1d0b0c00b1f6/03678520802-A2M/03678520802-A2M.jpg?ts=1718024454726&w=438&f=auto;9.99;Pantalón carpenter disponible en varios tonos con detalle de doble pernera, con bolsillos, cierre de botón y cremallera y confeccionados en algodón.;9.99;12.99;29.99;9.99;Gris;https://static.pullandbear.net/assets/public/6375/f7da/ae2b4b56bd22/96abbb706792/03678520802-C/03678520802-C.jpg?ts=1717582352821&w=106&f=auto;3678/520;3678520;1030204719;In stock;Gris;Pantalón;Blanco;Modelo;Standard;Joggers;Straight;Slim;Tailoring;Moderno
Pantalón cargo lavado;https://www.pullandbear.com/es/pantalon-cargo-lavado-l07678525?cS=802&pelement=627106269;https://static.pullandbear.net/assets/public/104d/71ac/19744008911a/0730d644dece/07678525802-M/07678525802-M.jpg?ts=1730136321453&w=438&f=auto;https://static.pullandbear.net/assets/public/1d62/4b2c/10814876ac4a/4ff701e381a2/07678525802-A2M/07678525802-A2M.jpg?ts=1730136324745&w=438&f=auto;9.99;Pantalón cargo efecto lavado con bolsillos, cierre de cremallera y botón, y cintura con trabillas.;9.99;12.99;39.99;9.99;Gris;https://static.pullandbear.net/assets/public/0a5d/34f2/fccc4b3f91f6/efb5e327f907/07678525802-C/07678525802-C.jpg?ts=1724051463206&w=106&f=auto;7678/525;7678525;1030204719;In stock;Gris;Pantalón;Blanco;Modelo;Carrot;Formal;Monocromático;Clásico;Monocromático;Slim
Pantalón de vestir P&B Black Label;https://www.pullandbear.com/es/pantalon-de-vestir-pb-black-label-l07678515?cS=251&pelement=627100427;https://static.pullandbear.net/assets/public/0859/a17f/25264c10af19/ae460db63015/07678515251-M/07678515251-M.jpg?ts=1725618477794&w=438&f=auto;https://static.pullandbear.net/assets/public/27e0/ecb5/4d52432682e3/732e38899752/07678515251-A2M/07678515251-A2M.jpg?ts=1725618466792&w=438&f=auto;9.99;"Pantalón de vestir tailoring con pinzas delanteras, cintura con trabillas y cierre de botón y cremallera.  Colección P&amp;B Black Label";9.99;12.99;39.99;9.99;Negro;https://static.pullandbear.net/assets/public/7ded/99e5/6e684188a2e2/dee4b4ea7a85/07678515800-C/07678515800-C.jpg?ts=1721721438862&w=106&f=auto;7678/515;7678515;1030204719;In stock;Negro;Pantalón;Blanco;Modelo;Formal;Skinny;Tailoring;Casual;Vintage;Standard
Jeans slim;https://www.pullandbear.com/es/jeans-slim-l07685506?cS=712;https://static.pullandbear.net/assets/public/9816/558e/53ea4a879085/bd522aa617bb/07685505712-M/07685505712-M.jpg?ts=1721510253537&w=438&f=auto;https://static.pullandbear.net/assets/public/3e83/8e9a/30254c2396be/b937552424e6/07685505712-A2M/07685505712-A2M.jpg?ts=1721510247696&w=438&f=auto;12.99;Jeans slim fit con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en algodón ligeramente elástico.;;;;25.99;Indigo;https://static.pullandbear.net/assets/public/7b04/9987/e1354f13ba72/3732c230ed83/07685503405-C/07685503405-C.jpg?ts=1726673689556&w=106&f=auto;7685/506;7685506;1030574254;In stock;Azul claro;Pantalón;Blanco;Modelo;Formal;Tailoring;Color oscuro;Color oscuro;Baggy;Chándal
Jeans loose flare;https://www.pullandbear.com/es/jeans-loose-flare-l07684532?cS=427&pelement=644456067;https://static.pullandbear.net/assets/public/4333/2a1d/71d34a6d9ff7/d85a719b5501/07684532427-M/07684532427-M.jpg?ts=1726672169266&w=438&f=auto;https://static.pullandbear.net/assets/public/5d21/3ef2/643e434da4d8/915ed4a93ab2/07684532427-A2M/07684532427-A2M.jpg?ts=1726672161016&w=438&f=auto;12.99;Jeans loose flare con diseño de cinco bolsillos, cintura con trabillas, y cierre de cremallera y botón.;12.99;15.99;29.99;12.99;Azul medio;https://static.pullandbear.net/assets/public/5550/0bd0/bd7843279e48/09e784b2c5a4/07684532427-C/07684532427-C.jpg?ts=1725530551138&w=106&f=auto;7684/532;7684532;1030204729;In stock;Azul;Pantalón;Blanco;Modelo;Oversize;Oversize;Ajustada;Estampado;Tailoring;Casual
Pantalón jogger balloon;https://www.pullandbear.com/es/pantalon-jogger-balloon-l03680500?cS=502&pelement=665800635;https://static.pullandbear.net/assets/public/5c19/5630/60f24f0f9dc1/2f1dbbc7a5c7/03680500502-M/03680500502-M.jpg?ts=1731571586877&w=438&f=auto;https://static.pullandbear.net/assets/public/3acd/1c41/07fc42999691/a5bf3e8c587b/03680500502-A2M/03680500502-A2M.jpg?ts=1731571600619&w=438&f=auto;9.99;Pantalón jogger balloon con cintura elástica, cierre de botón y cremallera, y bolsillos.;9.99;12.99;25.99;9.99;Musgo;https://static.pullandbear.net/assets/public/c1f5/c449/e0774f81b9f6/995450c499b5/03680500502-C/03680500502-C.jpg?ts=1731571615584&w=106&f=auto;3680/500;3680500;1030204719;In stock;Otros;Pantalón;Blanco;Modelo;Color oscuro;Ajustada;Streetwear;Sin mangas;Skinny;Ajustada
Pantalón jogger rayas laterales STWD;https://www.pullandbear.com/es/pantalon-jogger-rayas-laterales-stwd-l07679506?cS=400&pelement=655097192;https://static.pullandbear.net/assets/public/aab7/f4a6/cbf6424f9c46/9ae073687eda/07679506400-M/07679506400-M.jpg?ts=1726657602566&w=438&f=auto;https://static.pullandbear.net/assets/public/259e/5ce9/af5a480ebf8f/517eef2cea57/07679506400-A2M/07679506400-A2M.jpg?ts=1726657592679&w=438&f=auto;9.99;Pantalón jogger con detalle de rayas laterales, bolsillos, cintura elástica y logo STWD bordado.;;;;22.99;Negro;https://static.pullandbear.net/assets/public/a083/283c/73de48eba4ce/1a90acb2a7b0/07679506800-C/07679506800-C.jpg?ts=1726578082011&w=106&f=auto;7679/506;7679506;1030574254;In stock;Negro;Pantalón;Blanco;Modelo;Moderno;Ajustado;Ajustado;Vintage;Ajustada;Manga larga
Pantalón chándal;https://www.pullandbear.com/es/pantalon-chandal-l08678508?cS=710&pelement=621954228;https://static.pullandbear.net/assets/public/3e57/bebf/67f74d7bb80f/2ddcace24562/08678508710-M/08678508710-M.jpg?ts=1728042492500&w=438&f=auto;https://static.pullandbear.net/assets/public/f9d9/d2b0/d50847f58dc2/fb442e147598/08678508710-A2M/08678508710-A2M.jpg?ts=1728042508434&w=438&f=auto;9.99;Pantalón jogger chándal standard fit con cintura y bajos con goma elástica, cierre de cordón, detalle de bordados y bolsillo trasero con detalle de etiqueta.;9.99;12.99;19.99;9.99;Beige;https://static.pullandbear.net/2/photos//2024/I/0/2/p/8678/508/710/8678508710_1_1_8.jpg?t=1692263163623&w=106&f=auto;8678/508;8678508;1030204719;In stock;Marrón claro;Pantalón;Blanco;Modelo;Clásico;Vintage;Standard;Sin mangas;Joggers;Minimalista
Pantalón chándal;https://www.pullandbear.com/es/pantalon-chandal-l07679902?cS=712&pelement=632131071;https://static.pullandbear.net/2/photos//2024/I/0/2/p/7679/902/712/7679902712_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1729092359245&w=438&f=auto;https://static.pullandbear.net/2/photos//2024/I/0/2/p/7679/902/712/7679902712_2_2_0.jpg?imwidth=%3Awidth%3A&ts=1729092330173&w=438&f=auto;9.99;Pantalón chándal con cintura elástica, bolsillos y bajos elásticos.;9.99;12.99;22.99;9.99;Crudo;https://static.pullandbear.net/assets/public/fe86/e4d0/377b48fea111/2351598eb7b6/07679906712-C/07679906712-C.jpg?ts=1728488500604&w=106&f=auto;7679/902;7679902;1030204719;In stock;Blanco;Pantalón;Blanco;Modelo;Manga larga;Carrot;Tailoring;Baggy;Streetwear;Chándal
Jeans loose fit;https://www.pullandbear.com/es/jeans-loose-fit-l07685525?cS=434&pelement=652411498;https://static.pullandbear.net/assets/public/a953/2fa6/8f6b45d5ab4d/50d4d1197af3/0768552543401-M/0768552543401-M.jpg?ts=1726493052381&w=438&f=auto;https://static.pullandbear.net/assets/public/b4f5/2bee/181c4d32a721/c55d3bcc6161/0768552543401-A2M/0768552543401-A2M.jpg?ts=1726492971321&w=438&f=auto;12.99;Jeans loose fit con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en tejido de algodón.;12.99;15.99;29.99;12.99;Negro delavado;https://static.pullandbear.net/assets/public/18fe/0956/20a94811953b/63a6b5962b19/07685525833-C/07685525833-C.jpg?ts=1724151105010&w=106&f=auto;7685/525;7685525;1030574254;In stock;Negro;Pantalón;Blanco;Modelo;Casual;Formal;Rasgado;Clásico;Skinny;Color oscuro
Pantalón jogger bolsillos;https://www.pullandbear.com/es/pantalon-jogger-bolsillos-l07678501?cS=251&pelement=621942572;https://static.pullandbear.net/2/photos//2024/I/0/2/p/7678/501/251/7678501251_4_1_0.jpg?imwidth=%3Awidth%3A&ts=1717408681710&w=438&f=auto;https://static.pullandbear.net/assets/public/e8c8/ba55/3b1645dcb522/20b559aa661f/07678501251-A2M/07678501251-A2M.jpg?ts=1717408741714&w=438&f=auto;9.99;Pantalón jogger con bolsillos delanteros, cintura elástica con cordón y en tejido 100% algodón.;9.99;12.99;25.99;9.99;Blanco roto;https://static.pullandbear.net/assets/public/dada/deab/d90d4e748274/a7cd2da6b047/07678501251-C/07678501251-C.jpg?ts=1716972360129&w=106&f=auto;7678/501;7678501;1030204719;In stock;Blanco;Pantalón;Blanco;Modelo;Clásico;Vintage;Vintage;Ajustado;Color claro;Vintage
Jeans relaxed rotos;https://www.pullandbear.com/es/jeans-relaxed-rotos-l07684521?cS=434&pelement=626560959;https://static.pullandbear.net/assets/public/2ed8/3805/4c844cae825d/b57556d43339/07684521434-M/07684521434-M.jpg?ts=1726657637275&w=438&f=auto;https://static.pullandbear.net/assets/public/f715/0ca6/7d5b41f0a2ea/fa4b779db150/07684521434-A2M/07684521434-A2M.jpg?ts=1726657621997&w=438&f=auto;12.99;Jeans relaxed con detalle de rotos en la pernera, con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en algodón.;12.99;15.99;29.99;12.99;Indigo claro;https://static.pullandbear.net/assets/public/ec8c/79d0/25ed4cf49e8c/be514e165f79/07684521434-C/07684521434-C.jpg?ts=1725023269132&w=106&f=auto;7684/521;7684521;1030204729;In stock;Azul claro;Pantalón;Blanco;Modelo;Tailoring;Sin mangas;Skater;Clásico;Straight;Vintage
Jeans super baggy;https://www.pullandbear.com/es/jeans-super-baggy-l07684511?cS=407&pelement=621942843;https://static.pullandbear.net/assets/public/14d9/73e9/6bd544e5bd81/c63d85fad3a4/07684511407-M/07684511407-M.jpg?ts=1723449127712&w=438&f=auto;https://static.pullandbear.net/assets/public/6805/3d57/00b6435ba2fb/305a28d01830/07684511407-A2M/07684511407-A2M.jpg?ts=1723449116689&w=438&f=auto;12.99;Jeans super baggy con cintura con trabillas, diseño de cinco bolsillos y cierre de cremallera y botón.;12.99;15.99;35.99;12.99;Indigo claro;https://static.pullandbear.net/assets/public/ca49/44c5/a179427eafb1/c346c0586685/07684511434-C/07684511434-C.jpg?ts=1730912223040&w=106&f=auto;7684/511;7684511;1030204729;In stock;Azul claro;Pantalón;Blanco;Modelo;Ajustado;Straight;Chándal;Moderno;Standard;Moderno
Jeans standard;https://www.pullandbear.com/es/jeans-standard-l03684511?cS=415&pelement=621942833;https://static.pullandbear.net/assets/public/b384/537b/993e48f08052/e9748423058d/07686509415-M/07686509415-M.jpg?ts=1724949457341&w=438&f=auto;https://static.pullandbear.net/assets/public/4014/77e8/1cc147c7a8f6/a6dbc01b649c/07686509415-A2M/07686509415-A2M.jpg?ts=1724949364819&w=438&f=auto;12.99;Jeans standard fit con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en algodón.;12.99;15.99;25.99;12.99;Azul flúor;https://static.pullandbear.net/assets/public/38ef/0183/6c764841bf48/75415aea2cd1/07686509415-C/07686509415-C.jpg?ts=1724949371903&w=106&f=auto;3684/511;3684511;1030204729;In stock;Azul claro;Pantalón;Blanco;Modelo;Oversize;Manga corta;Bohemio;Skater;Carrot;Bohemio
Jeans straight;https://www.pullandbear.com/es/jeans-straight-l07685522?cS=407&pelement=621942713;https://static.pullandbear.net/assets/public/d51d/66d1/decc49c790d1/40d25001c532/07685522407-M/07685522407-M.jpg?ts=1723449023976&w=438&f=auto;https://static.pullandbear.net/assets/public/c991/35f2/66104798a9ed/debd8f67ed54/07685522407-A2M/07685522407-A2M.jpg?ts=1723449021513&w=438&f=auto;12.99;Jeans straight con acabado efecto vintage, con diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y confeccionados en 100% algodón.;12.99;15.99;25.99;12.99;Azul oscuro;https://static.pullandbear.net/assets/public/ac5b/7d4b/68ef49d396c6/53c8fafdb066/07685522407-C/07685522407-C.jpg?ts=1722957140068&w=106&f=auto;7685/522;7685522;1030204729;In stock;Azul;Pantalón;Blanco;Modelo;Moderno;Vintage;Straight;Baggy;Ajustado;Skater
Jeans skater cargo;https://www.pullandbear.com/es/jeans-skater-cargo-l07684523?cS=833&pelement=629642560;https://static.pullandbear.net/assets/public/76e1/aa7b/de994df09dc4/61a6f44e515d/07684523833-M/07684523833-M.jpg?ts=1730797353720&w=438&f=auto;https://static.pullandbear.net/assets/public/a827/831a/27ae41cb823b/468b538f1738/07684523833-A2M/07684523833-A2M.jpg?ts=1730797330592&w=438&f=auto;12.99;Jeans skater cargo con cintura con trabillas, bolsillos, y cierre de botón y cremallera.;12.99;15.99;35.99;12.99;Negro delavado;https://static.pullandbear.net/assets/public/9a1b/92d3/589949ddb928/5161ec2c16ee/07684523833-C/07684523833-C.jpg?ts=1728046674958&w=106&f=auto;7684/523;7684523;1030204729;In stock;Negro;Pantalón;Blanco;Modelo;Casual;Moderno;Straight;Casual;Ajustada;Chándal
Jeans baggy;https://www.pullandbear.com/es/jeans-baggy-l03685514?cS=415&pelement=621942498;https://static.pullandbear.net/assets/public/73f4/fb7e/836e41859704/78b9fe4bdaf3/03685514415-M/03685514415-M.jpg?ts=1722951575552&w=438&f=auto;https://static.pullandbear.net/assets/public/0932/263e/e92a4aaf9fd4/d9121ba83454/03685514415-A2M/03685514415-A2M.jpg?ts=1722951630909&w=438&f=auto;12.99;Jeans baggy disponibles en varios tonos, con logo, diseño de cinco bolsillos, cintura con trabillas, cierre de botón y cremallera y en 100% algodón.;12.99;15.99;29.99;12.99;Azul flúor;https://static.pullandbear.net/assets/public/87ac/c0f1/0e2b4de6ad37/06b1b66c6227/03685514415-C/03685514415-C.jpg?ts=1717157303291&w=106&f=auto;3685/514;3685514;1030204729;In stock;Azul claro;Pantalón;Blanco;Modelo;Chándal;Color oscuro;Cuello alto;Clásico;Ajustada;Sin mangas
Pantalón tailoring baggy;https://www.pullandbear.com/es/pantalon-tailoring-baggy-l07678509?cS=802&pelement=677501169;https://static.pullandbear.net/assets/public/641b/27ee/47904495a8af/24dc5d98cc15/07678509802-M/07678509802-M.jpg?ts=1722507942906&w=438&f=auto;https://static.pullandbear.net/assets/public/9af2/c666/32ab409dbc68/a5a07bde5b38/07678509802-A2M/07678509802-A2M.jpg?ts=1722507934503&w=438&f=auto;9.99;Pantalón de vestir tailoring con fit baggy, pinzas delanteras, cintura con trabillas y cierre de botón y cremallera, disponible en varios colores.;9.99;12.99;29.99;9.99;Gris;https://static.pullandbear.net/assets/public/b021/d9e9/5a4849589ff9/0d6534e060c6/07678509802-C/07678509802-C.jpg?ts=1719573844987&w=106&f=auto;7678/509;7678509;1030574254;In stock;Gris;Pantalón;Blanco;Modelo;Manga corta;Joggers;Bohemio;Manga larga;Clásico;Clásico
Pantalón jogger técnico;https://www.pullandbear.com/es/pantalon-jogger-tecnico-l07679511?cS=700&pelement=664991653;https://static.pullandbear.net/assets/public/0aab/4c03/50cc4d548d6d/1ea9560d8270/07679511700-M/07679511700-M.jpg?ts=1732117909773&w=438&f=auto;https://static.pullandbear.net/assets/public/c0dc/2966/909d4565a8d8/173687b59788/07679511700-A2M/07679511700-A2M.jpg?ts=1732117867163&w=438&f=auto;9.99;Pantalón jogger técnico con cintura elástica con correa ajustable y bolsillos.;9.99;12.99;39.99;9.99;Marrón;https://static.pullandbear.net/assets/public/6e10/f97f/76be402f9730/e6a6f9d3aa1f/07679511700-C/07679511700-C.jpg?ts=1730366825705&w=106&f=auto;7679/511;7679511;1030574254;In stock;Marrón;Pantalón;Blanco;Modelo;Chándal;Monocromático;Chándal;Straight;Baggy;Minimalista
Pantalón jogger tejido premium;https://www.pullandbear.com/es/pantalon-jogger-tejido-premium-l07679508?cS=700&pelement=664991133;https://static.pullandbear.net/assets/public/db1a/5af7/0af444b5808c/8b4258f3dc9d/07679508700-M/07679508700-M.jpg?ts=1732117499840&w=438&f=auto;https://static.pullandbear.net/assets/public/3fbe/9ad4/f9a444dcb0bc/475004049c39/07679508700-A2M/07679508700-A2M.jpg?ts=1732117454755&w=438&f=auto;9.99;Pantalón jogger en tejido premium con cintura elástica con cordón, bolsillos y confeccionado en algodón.;9.99;12.99;29.99;9.99;Marrón;https://static.pullandbear.net/assets/public/4cb0/a41d/7aaa4db99096/de3d7d6f7a02/07679508700-C/07679508700-C.jpg?ts=1731427831060&w=106&f=auto;7679/508;7679508;1030574254;In stock;Marrón;Pantalón;Blanco;Modelo;Bohemio;Manga corta;Skinny;Streetwear;Oversize;Streetwear
